1	20262	202606	2026 - 2nd	0.0625	0	3707	||***Required Upgrade is Now Available***||Sales Tax v7.2 is no longer being supported and must be upgraded to v7.3.  Please go to the Comptroller's EDI webpage to download and install v7.3.||The link is available at:||https://comptroller.texas.gov/taxes/file-pay/edi/||	v7.2N			
20261	q	4/20/2026									
20262	q	7/20/2026									
20263	q	10/20/2025									
20264	q	1/20/2027									
202601	m	2/20/2026									
202602	m	3/20/2026									
202603	m	4/20/2026									
202604	m	5/20/2026									
202605	m	6/22/2026									
202606	m	7/20/2026									
202607	m	8/20/2026									
202608	m	9/21/2026									
202609	m	10/20/2026									
202610	m	11/20/2026									
202611	m	12/21/2026									
202612	m	1/20/2027									
Sanford 	2117037	0.01	Hutchinson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sanger 	2061079	0.02	Denton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sansom Park 	2220068	0.015	Tarrant 	n/a	0	Sansom Park Crime Cont 	5220674	0.005	n/a	n/a	0
Santa Anna 	2042019	0.02	Coleman 	n/a	0	n/a	n/a	0	n/a	n/a	0
Santa Clara 	2094098	0.01	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Santa Fe 	2084116	0.02	Galveston 	n/a	0	n/a	n/a	0	n/a	n/a	0
Santa Rosa 	2031030	0.0175	Cameron 	n/a	0	n/a	n/a	0	n/a	n/a	0
Santo 	n/a	0	Palo Pinto 	4182000	0.005	n/a	n/a	0	n/a	n/a	0
Saragosa 	n/a	0	Reeves 	n/a	0	Reeves Co Hospital Dist 	5195504	0.005	n/a	n/a	0
Sash 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Satin 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Satsuma 	n/a	0	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Sattler 	n/a	0	Comal 	4046006	0.005	Comal County ESD 3 	5046523	0.01	n/a	n/a	0
Saturn 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Sauney Stand 	n/a	0	Washington 	4239003	0.005	n/a	n/a	0	n/a	n/a	0
Savage 	n/a	0	Crosby 	4054005	0.005	n/a	n/a	0	n/a	n/a	0
Savoy 	2074083	0.015	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Sayers 	n/a	0	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Schattel 	n/a	0	Frio 	4082001	0.005	n/a	n/a	0	n/a	n/a	0
Schertz 	2094025	0.015	Bexar 	n/a	0	n/a	n/a	0	n/a	n/a	0
Schertz 	2094025	0.015	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
Schertz 	2094025	0.015	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Schoenau 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
School Land 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Schulenburg 	2075028	0.015	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Schumannsville 	n/a	0	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Schwab City 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Scotland 	2005032	0.015	Archer 	4005005	0.005	n/a	n/a	0	n/a	n/a	0
Scottsville 	2102043	0.01	Harrison 	n/a	0	n/a	n/a	0	n/a	n/a	0
Scroggins 	n/a	0	Franklin 	4080003	0.005	n/a	n/a	0	n/a	n/a	0
Scurry 	2129122	0.0175	Kaufman 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sea Crest Park 	n/a	0	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Sea Willow 	n/a	0	Caldwell 	4028008	0.005	n/a	n/a	0	n/a	n/a	0
Seabrook 	2101197	0.015	Harris 	n/a	0	Seabrook Crime Control 	5101570	0.005	n/a	n/a	0
Seadrift 	2029016	0.015	Calhoun 	4029007	0.005	n/a	n/a	0	n/a	n/a	0
Seagoville 	2057208	0.02	Dallas 	n/a	0	n/a	n/a	0	n/a	n/a	0
Seagoville 	2057208	0.02	Kaufman 	n/a	0	n/a	n/a	0	n/a	n/a	0
Seagraves 	2083028	0.02	Gaines 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sealy 	2008011	0.015	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Sealy 	2008011	0.015	Colorado 	4045007	0.005	n/a	n/a	0	n/a	n/a	0
Sealy/Aus Co ESD 2	6008609	0.015	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Seaton 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Seco Mines 	n/a	0	Maverick 	4159009	0.005	Maverick Co Lfw And Cdc 	5159508	0.005	n/a	n/a	0
Segno 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Segovia 	n/a	0	Kimble 	n/a	0	Kimble Co ESD	5134508	0.005	n/a	n/a	0
Seguin 	2094016	0.015	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Selden 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Selfs 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Selma 	2015174	0.015	Bexar 	n/a	0	Selma Munic Dev Dist 	5015520	0.005	n/a	n/a	0
Selma 	2015174	0.015	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
Selma 	2015174	0.015	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Seminole 	2083019	0.02	Gaines 	n/a	0	n/a	n/a	0	n/a	n/a	0
Senior 	n/a	0	Bexar 	n/a	0	n/a	n/a	0	San Antonio MTA 	3015995	0.005
Serbin 	n/a	0	Lee 	4144007	0.005	n/a	n/a	0	n/a	n/a	0
Seth Ward 	n/a	0	Hale 	4095006	0.005	n/a	n/a	0	n/a	n/a	0
Seven Oaks 	2187041	0.01	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Seven Pines 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Seven Points 	2107048	0.02	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Seven Points 	2107048	0.02	Kaufman 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sexton 	n/a	0	Sabine 	4202006	0.005	n/a	n/a	0	n/a	n/a	0
Seymore 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Seymour 	2012015	0.01	Baylor 	n/a	0	Baylor Co Hospital Dist 	5012505	0.01	n/a	n/a	0
Shadowland 	n/a	0	Red River 	4194006	0.005	n/a	n/a	0	n/a	n/a	0
Shady Grove 	n/a	0	Angelina 	4003007	0.005	n/a	n/a	0	n/a	n/a	0
Shady Grove 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Shady Grove 	n/a	0	Dallas 	n/a	0	n/a	n/a	0	n/a	n/a	0
Shady Grove 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Shady Grove 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Shady Shores 	2061168	0.02	Denton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Shallowater 	2152079	0.015	Lubbock 	4152006	0.005	n/a	n/a	0	n/a	n/a	0
Shamrock 	2242026	0.0175	Wheeler 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sharp 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Shavano Park 	2015209	0.0125	Bexar 	n/a	0	Shavano Park Crime Ctrl	5015511	0.0025	San Antonio MTA 	3015995	0.005
Shaw Bend 	n/a	0	San Saba 	4206002	0.005	n/a	n/a	0	n/a	n/a	0
Shawnee Shores Estates 	n/a	0	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Shelby 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Shenandoah 	2170095	0.015	Montgomery 	n/a	0	Shenandoah Mun Dev Dist 	5170665	0.005	n/a	n/a	0
Shepherd 	2204013	0.015	San Jacinto 	4204004	0.005	n/a	n/a	0	n/a	n/a	0
Sheridan 	n/a	0	Colorado 	4045007	0.005	Rice Hospital District 	5045506	0.005	n/a	n/a	0
Sherman 	2091028	0.02	Grayson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sherry 	n/a	0	Red River 	4194006	0.005	n/a	n/a	0	n/a	n/a	0
Shiloh 	n/a	0	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Shiloh 	n/a	0	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Shiloh 	n/a	0	Limestone 	n/a	0	n/a	n/a	0	n/a	n/a	0
Shiloh 	n/a	0	Williamson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Shiner 	2143044	0.02	Lavaca 	n/a	0	n/a	n/a	0	n/a	n/a	0
Shirley 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Shiro 	n/a	0	Grimes 	4093008	0.005	n/a	n/a	0	n/a	n/a	0
Shive 	n/a	0	Hamilton 	4097004	0.005	n/a	n/a	0	n/a	n/a	0
Shoreacres 	2101259	0.02	Harris 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sidney 	n/a	0	Comanche 	4047005	0.005	n/a	n/a	0	n/a	n/a	0
Siloam 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Siloam 	n/a	0	Comanche 	4047005	0.005	n/a	n/a	0	n/a	n/a	0
Siloam 	n/a	0	Williamson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Silsbee 	2100018	0.02	Hardin 	n/a	0	n/a	n/a	0	n/a	n/a	0
Silsbee/Hardin ESD 6	6100624	0.02	Hardin 	n/a	0	n/a	n/a	0	n/a	n/a	0
Silver City 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Silver City 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Silver City 	n/a	0	Red River 	4194006	0.005	n/a	n/a	0	n/a	n/a	0
Silverton 	2023021	0.0175	Briscoe 	n/a	0	n/a	n/a	0	n/a	n/a	0
Simmons 	n/a	0	Live Oak 	4149002	0.005	n/a	n/a	0	n/a	n/a	0
Simms 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Simonton 	2079122	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Simonton/Waller ESD 200	6237620	0.02	Waller 	n/a	0	n/a	n/a	0	n/a	n/a	0
Singleton 	n/a	0	Grimes 	4093008	0.005	n/a	n/a	0	n/a	n/a	0
Sinton 	2205049	0.02	San Patricio 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sipe Springs 	n/a	0	Comanche 	4047005	0.005	n/a	n/a	0	n/a	n/a	0
Sisterdale 	n/a	0	Kendall 	4130003	0.005	n/a	n/a	0	n/a	n/a	0
Sivells Bend 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Skeeterville 	n/a	0	San Saba 	4206002	0.005	n/a	n/a	0	n/a	n/a	0
Skellytown 	2033047	0.02	Carson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Skidmore 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Slate Shoals 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Slaton 	2152024	0.015	Lubbock 	4152006	0.005	n/a	n/a	0	n/a	n/a	0
Slay 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Slide 	n/a	0	Lubbock 	4152006	0.005	n/a	n/a	0	n/a	n/a	0
Slidell 	n/a	0	Wise 	4249001	0.005	n/a	n/a	0	n/a	n/a	0
Slocum 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Slutter 	n/a	0	Colorado 	4045007	0.005	n/a	n/a	0	n/a	n/a	0
Smetana 	n/a	0	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Smiley 	2089031	0.01	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Smith Grove 	n/a	0	Houston 	4113004	0.005	n/a	n/a	0	n/a	n/a	0
Smith Hill 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Smith Point 	n/a	0	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Smith Springs 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Smithland 	n/a	0	Marion 	4155003	0.005	n/a	n/a	0	n/a	n/a	0
Smiths Bend 	n/a	0	Bosque 	4018000	0.005	n/a	n/a	0	n/a	n/a	0
Smithson Valley 	n/a	0	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
Smithville 	2011034	0.015	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Smyer	2110061	0.02	Hockley 	n/a	0	n/a	n/a	0	n/a	n/a	0
Snook 	2026037	0.015	Burleson 	4026000	0.005	n/a	n/a	0	n/a	n/a	0
Snow 	n/a	0	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Snow Hill 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Snyder 	2208019	0.015	Scurry 	4208000	0.005	n/a	n/a	0	n/a	n/a	0
Socorro 	2071059	0.01	El Paso 	4071004	0.005	El Paso Co ESD 2 	5071503	0.005	n/a	n/a	0
Soda 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Soda Springs 	n/a	0	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Solms 	n/a	0	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
Somerset 	2015165	0.02	Bexar 	n/a	0	n/a	n/a	0	n/a	n/a	0
Somerset/Bexar ESD 5	6015619	0.02	Bexar 	n/a	0	n/a	n/a	0	n/a	n/a	0
Somerville 	2026028	0.015	Burleson 	4026000	0.005	n/a	n/a	0	n/a	n/a	0
Sonora 	2218017	0.02	Sutton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sorrels 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Soules Chapel 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Sour Lake 	2100036	0.02	Hardin 	n/a	0	n/a	n/a	0	n/a	n/a	0
South Bend 	n/a	0	Young 	4252005	0.005	n/a	n/a	0	n/a	n/a	0
South Bosque 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
South Elm 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
South Frydek	2008084	0.01	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
South Houston 	2101188	0.0175	Harris 	n/a	0	South Houston Crm Con 	5101552	0.0025	n/a	n/a	0
South Mountain 	n/a	0	Coryell 	4050009	0.005	n/a	n/a	0	n/a	n/a	0
South Padre Island 	2031101	0.02	Cameron 	n/a	0	n/a	n/a	0	n/a	n/a	0
South Purmela 	n/a	0	Coryell 	4050009	0.005	n/a	n/a	0	n/a	n/a	0
South San Pedro 	n/a	0	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
South Sulphur 	n/a	0	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
South Texarkana 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Southlake 	2220273	0.01875	Denton 	n/a	0	Southlake Crime Control 	5220594	0.00125	n/a	n/a	0
Southlake 	2220273	0.01875	Tarrant 	n/a	0	Southlake Crime Control 	5220594	0.00125	n/a	n/a	0
Southland 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Southmayd 	2091144	0.02	Grayson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Southside Place 	2101062	0.01	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Southton 	n/a	0	Bexar 	n/a	0	n/a	n/a	0	San Antonio MTA 	3015995	0.005
Sowells Bluff 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Spanish Camp 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Sparenberg 	n/a	0	Dawson 	4058001	0.005	n/a	n/a	0	n/a	n/a	0
Sparks 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Spearman 	2098012	0.02	Hansford 	n/a	0	n/a	n/a	0	n/a	n/a	0
Speegleville 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Spillers Store 	n/a	0	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Splendora 	2170059	0.01	Montgomery 	n/a	0	E Montgomery Co Imp Dist	5170512	0.01	n/a	n/a	0
Spofford 	n/a	0	Kinney 	4136007	0.005	Kinney Co Health Service	5136506	0.005	n/a	n/a	0
Spring 	n/a	0	Harris 	n/a	0	Old Town Spring Improvem	5101543	0.01	Houston MTA 	3101990	0.01
Spring 	n/a	0	Montgomery 	n/a	0	Old Town Spring Improvem	5101543	0.01	n/a	n/a	0
Spring Branch 	n/a	0	Comal 	4046006	0.005	Bulverde Area Lib Dist 	5046514	0.005	n/a	n/a	0
Spring Creek 	n/a	0	Gillespie 	4086007	0.005	n/a	n/a	0	n/a	n/a	0
Spring Creek 	n/a	0	San Saba 	4206002	0.005	n/a	n/a	0	n/a	n/a	0
Spring Creek 	n/a	0	Throckmorton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Spring Hill 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Spring Hill 	n/a	0	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Spring Seat 	n/a	0	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Spring Valley 	2101071	0.01	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Spring Valley 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Springfield 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Springfield 	n/a	0	Jim Wells 	4125000	0.005	n/a	n/a	0	n/a	n/a	0
Springhill 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Springtown 	2184017	0.015	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Springtown/PCty Emer SD 1	6184614	0.015	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Springtown/Pcty ESD 1A	6184623	0.015	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Spur 	2063013	0.015	Dickens 	4063004	0.005	n/a	n/a	0	n/a	n/a	0
Spurger 	n/a	0	Tyler 	4229005	0.005	n/a	n/a	0	n/a	n/a	0
Stacy 	n/a	0	McCulloch 	4160006	0.005	n/a	n/a	0	n/a	n/a	0
Staff 	n/a	0	Eastland 	n/a	0	Eastland Mem Hosp Dist 	5067509	0.005	n/a	n/a	0
Stafford 	2079033	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stafford 	2079033	0.02	Harris 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stagecoach 	2170148	0.01	Montgomery 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stairtown 	n/a	0	Caldwell 	4028008	0.005	n/a	n/a	0	n/a	n/a	0
Stalls 	n/a	0	Marion 	4155003	0.005	n/a	n/a	0	n/a	n/a	0
Stamford 	2127035	0.02	Haskell 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stamford 	2127035	0.02	Jones 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stampede 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Stamps 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Stansel 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Stanton 	2156011	0.0175	Martin 	n/a	0	n/a	n/a	0	n/a	n/a	0
Staples 	2094105	0.01	Guadalupe 	4094007	0.005	Staples Mun Dev Dist	5094506	0.005	n/a	n/a	0
Startzville 	n/a	0	Comal 	4046006	0.005	Comal County ESD 3 	5046523	0.01	n/a	n/a	0
Steep Hollow 	n/a	0	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Stegall 	n/a	0	Bailey 	4009001	0.005	n/a	n/a	0	n/a	n/a	0
Stellar 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Stephen Creek 	n/a	0	San Jacinto 	4204004	0.005	n/a	n/a	0	n/a	n/a	0
Stephenville 	2072021	0.015	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Sterling City 	2216019	0.02	Sterling 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stieren 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Stiles 	n/a	0	Reagan 	4192008	0.005	n/a	n/a	0	n/a	n/a	0
Stilson 	n/a	0	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Stinnett 	2117046	0.02	Hutchinson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stockdale 	2247021	0.015	Wilson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stoneham 	n/a	0	Grimes 	4093008	0.005	n/a	n/a	0	n/a	n/a	0
Stonewall 	n/a	0	Gillespie 	4086007	0.005	n/a	n/a	0	n/a	n/a	0
Stormville 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Stout 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Stowell 	n/a	0	Chambers 	n/a	0	Winnie-Stowell Hos Dis 	5036525	0.0075	n/a	n/a	0
Stranger 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Stratford 	2211014	0.015	Sherman 	n/a	0	n/a	n/a	0	n/a	n/a	0
Stratton Ridge 	n/a	0	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Strawn 	2182028	0.015	Palo Pinto 	4182000	0.005	n/a	n/a	0	n/a	n/a	0
Streeter 	n/a	0	Mason 	n/a	0	Mason Co Health Services	5157500	0.01	n/a	n/a	0
Streetman 	2081048	0.015	Freestone 	n/a	0	n/a	n/a	0	n/a	n/a	0
Streetman 	2081048	0.015	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Strickland 	n/a	0	Sabine 	4202006	0.005	n/a	n/a	0	n/a	n/a	0
String Prairie 	n/a	0	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Study Butte 	n/a	0	Brewster 	4022004	0.005	Brewster Co ESD 1 	5022503	0.015	n/a	n/a	0
Sturdivant 	n/a	0	Palo Pinto 	4182000	0.005	n/a	n/a	0	n/a	n/a	0
Sturgeon 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Sturgis Mill 	n/a	0	Sabine 	4202006	0.005	n/a	n/a	0	n/a	n/a	0
Sudan 	2140056	0.02	Lamb 	n/a	0	n/a	n/a	0	n/a	n/a	0
Suffolk 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Sugar Land 	2079051	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sullivan 	n/a	0	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Sullivan City 	2108216	0.01	Hidalgo 	n/a	0	Sullivan City Crm Con 	5108519	0.005	n/a	n/a	0
Sulphur Bluff 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Sulphur Springs 	n/a	0	Angelina 	4003007	0.005	n/a	n/a	0	n/a	n/a	0
Sulphur Springs 	2112014	0.015	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Summerfield 	n/a	0	Castro 	4035009	0.005	n/a	n/a	0	n/a	n/a	0
Summerfield 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Summerville 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Sumner 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Sun Valley 	2139077	0.01	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Sundown 	2110043	0.02	Hockley 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sunniland 	n/a	0	Live Oak 	4149002	0.005	n/a	n/a	0	n/a	n/a	0
Sunnyside 	n/a	0	Castro 	4035009	0.005	n/a	n/a	0	n/a	n/a	0
Sunnyvale 	2057244	0.02	Dallas 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sunray 	2171021	0.02	Moore 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sunrise 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Sunrise Beach 	2150026	0.02	Llano 	n/a	0	n/a	n/a	0	n/a	n/a	0
Sunset 	n/a	0	Montague	n/a	0	n/a	n/a	0	n/a	n/a	0
Sunset Valley 	2227070	0.01875	Travis 	n/a	0	Sunset Valley CCPD	5227711	0.00125	n/a	n/a	0
Suntide 	n/a	0	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
Surfside Beach 	2020168	0.015	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Swan 	n/a	0	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
Swanson Hill 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Sweeny 	2020122	0.01375	Brazoria 	4020006	0.005	Sweeny CC & PD	5020541	0.00125	n/a	n/a	0
Sweeny Switch 	n/a	0	Live Oak 	4149002	0.005	n/a	n/a	0	n/a	n/a	0
Sweetwater 	n/a	0	Comanche 	4047005	0.005	n/a	n/a	0	n/a	n/a	0
Sweetwater 	2177016	0.015	Nolan 	n/a	0	Sweetwater Mun Del Dist	5177506	0.005	n/a	n/a	0
Swift 	n/a	0	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Swiss Alp 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Sylvan 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Tabor 	n/a	0	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Tadmor 	n/a	0	Houston 	4113004	0.005	n/a	n/a	0	n/a	n/a	0
Taft 	2205030	0.02	San Patricio 	n/a	0	n/a	n/a	0	n/a	n/a	0
Tahoka 	2153014	0.015	Lynn 	4153005	0.005	n/a	n/a	0	n/a	n/a	0
Taiton 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Talco 	2225027	0.01	Titus 	4225009	0.005	n/a	n/a	0	n/a	n/a	0
Tall Pines 	n/a	0	Marion 	4155003	0.005	n/a	n/a	0	n/a	n/a	0
Talty 	2129113	0.02	Kaufman 	n/a	0	n/a	n/a	0	n/a	n/a	0
Tanglewood 	n/a	0	Lee 	4144007	0.005	n/a	n/a	0	n/a	n/a	0
Tankersly 	n/a	0	Tom Green 	4226008	0.005	n/a	n/a	0	n/a	n/a	0
Tarkington Prairie 	n/a	0	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Tarpley 	n/a	0	Bandera 	4010008	0.005	n/a	n/a	0	n/a	n/a	0
